Timestamp,Gender,Age,District,Occupation,Educational background,Marital status,Monthly income,Type of bank you use for your mobile banking application,Source to know about the mobile banking application,Duration of using the mobile banking application,The preferred way to use the mobile banking application,Use of mobile application,Average amount of money  transfer during a month using the mobile banking application,Average total amount of money transfer during a month by going to the bank or ATM,Willing to use the mobile banking application to perform transactions with other banks,Willing to use the mobile banking application to do large transactions,Satisfied with the security measurements in your mobile banking application,Satisfied with the service charges related to the mobile banking application,"Provide an overall rating to your mobile banking application( 1-worst, 5-best)",Which banks have better mobile banking applications
08/11/2020 21:29:15,Male,16 to 25,Galle,Private Sector,Degree,Single,More than 100000,Private,From a friend,Between 6 months to 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",Between 10000 to 50000,Between 10000 to 50000,Yes,Yes,Yes,Yes,5,Private banks
09/11/2020 08:12:47,Male,16 to 25,Kurunegala,Private Sector,Degree,Single,Less than 20000,Both,Advertisement,Between 6 months to 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",Less than 1000,Between 1000 to 5000,Yes,No,Yes,Neutral,4,Private banks
09/11/2020 10:48:25,Male,16 to 25,Colombo,Private Sector,Degree,Single,Less than 20000,Both,Advertisement,Less than 6 months,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",Less than 1000,Between 1000 to 5000,Yes,No,No,Neutral,3,Private banks
09/11/2020 11:18:05,Male,25 to 45,Colombo,Private Sector,Other,Married,Between 20000 to 50000,Both,From the bank,Between 6 months to 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance, Set up standing orders",Between 10000 to 50000,Between 5000 to 10000,Yes,Yes,Yes,Neutral,4,Private banks
09/11/2020 11:27:57,Male,25 to 45,Galle,Private Sector,Degree,Single,Between 50000 to 100000,Private,From the bank,More than 1 year,Mobile app,"Transfer money to other accounts, Check bank balance",Between 10000 to 50000,Between 10000 to 50000,Yes,Yes,Yes,Neutral,4,Private banks
09/11/2020 14:06:59,Male,25 to 45,Kalutara,Self-employed,Degree,Single,Between 50000 to 100000,Private,From the bank,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",More than 50000,Between 10000 to 50000,Yes,Yes,Yes,Neutral,4,Private banks
09/11/2020 14:09:25,Male,25 to 45,Kalutara,Private Sector,Degree,Single,Between 50000 to 100000,Both,From the bank,More than 1 year,Browser,"Pay bills, Transfer money to other accounts",Between 5000 to 10000,Between 1000 to 5000,Yes,Yes,Yes,No,4,Private banks
09/11/2020 15:14:50,Male,25 to 45,Colombo,Private Sector,Degree,Married,More than 100000,Private,From the bank,More than 1 year,Browser,"Pay bills, Transfer money to other accounts, Check bank balance",More than 50000,Between 10000 to 50000,Yes,Yes,Yes,No,4,Private banks
09/11/2020 18:10:36,Female,25 to 45,Kurunegala,Public Sector,Degree,Single,Between 50000 to 100000,Both,Advertisement,Between 6 months to 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",Between 10000 to 50000,Between 10000 to 50000,Yes,Yes,Yes,Neutral,4,Private banks
09/11/2020 19:57:00,Male,25 to 45,Colombo,Private Sector,Degree,Single,More than 100000,Private,Researched about it,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts",More than 50000,Less than 1000,Yes,Yes,Yes,Neutral,4,Private banks
10/11/2020 21:08:39,Male,16 to 25,Anuradhapura,Student,Degree,Single,Not applicable,Private,From a friend,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts",Between 5000 to 10000,Between 10000 to 50000,Yes,No,Yes,Yes,4,Private banks
10/11/2020 21:12:34,Male,25 to 45,Colombo,Private Sector,Degree,Married,More than 100000,Private,From the bank,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",More than 50000,More than 50000,Yes,Yes,No,Neutral,4,Private banks
10/11/2020 21:19:57,Male,16 to 25,Puttalam,Student,Degree,Single,Not applicable,Private,From a friend,Between 6 months to 1 year,Mobile app,"Transfer money to other accounts, Check bank balance",Between 1000 to 5000,Between 5000 to 10000,Yes,No,Yes,Neutral,4,Not applicable
10/11/2020 21:26:05,Male,16 to 25,Galle,Private Sector,Diploma,Single,Between 20000 to 50000,Public,From the bank,Between 6 months to 1 year,Mobile app,"Pay bills, Check bank balance",Less than 1000,Between 5000 to 10000,Yes,Yes,Yes,Neutral,4,Not applicable
10/11/2020 21:36:35,Female,16 to 25,Gampaha,Private Sector,Diploma,Single,Between 50000 to 100000,Private,Advertisement,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",Between 10000 to 50000,Between 5000 to 10000,Yes,Yes,Yes,Yes,5,Private banks
11/11/2020 09:02:20,Male,25 to 45,Colombo,Private Sector,Degree,Married,Between 20000 to 50000,Private,From the bank,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",Between 10000 to 50000,Less than 1000,Yes,Yes,No,No,4,Private banks
11/11/2020 12:45:57,Male,16 to 25,Kalutara,Student,Degree,Single,Not applicable,Both,From the bank,More than 1 year,Mobile app,"Transfer money to other accounts, Check bank balance",Between 1000 to 5000,Less than 1000,Yes,No,Yes,Neutral,3,Private banks
11/11/2020 17:40:41,Male,25 to 45,Colombo,Private Sector,Degree,Married,More than 100000,Both,From the bank,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance, Set up standing orders",More than 50000,Less than 1000,Yes,Yes,Yes,Yes,4,Private banks
12/11/2020 11:58:29,Male,25 to 45,Kurunegala,Private Sector,Degree,Married,More than 100000,Both,From the bank,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",More than 50000,Between 5000 to 10000,Yes,Yes,Yes,No,4,Private banks
13/11/2020 18:58:09,Male,25 to 45,Ratnapura,Private Sector,Degree,Single,Between 50000 to 100000,Both,Advertisement,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",More than 50000,More than 50000,Yes,Yes,Yes,Neutral,4,Private banks
14/11/2020 11:53:56,Male,16 to 25,Colombo,Private Sector,Degree,Single,Less than 20000,Private,From the bank,More than 1 year,Mobile app,Check bank balance,Less than 1000,More than 50000,Yes,Yes,No,No,3,Government banks
15/11/2020 07:45:48,Male,16 to 25,Matara,Student,A/L,Single,Not applicable,Both,Advertisement,Less than 6 months,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",Less than 1000,Between 1000 to 5000,Yes,Yes,Yes,No,4,Private banks
15/11/2020 17:26:42,Male,25 to 45,Anuradhapura,Private Sector,Degree,Single,Between 50000 to 100000,Both,From a friend,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",Between 10000 to 50000,Less than 1000,Yes,Yes,No,Neutral,3,Government banks
16/11/2020 14:28:29,Female,25 to 45,Kalutara,Private Sector,Degree,Married,Between 50000 to 100000,Public,From the bank,More than 1 year,Browser,"Pay bills, Transfer money to other accounts",Between 5000 to 10000,Between 1000 to 5000,Yes,No,Yes,No,3,Not applicable
17/11/2020 21:03:02,Male,More than 60,Kandy,Private Sector,A/L,Single,More than 100000,Private,From the bank,More than 1 year,Browser,"Pay bills, Transfer money to other accounts, Check bank balance",More than 50000,Between 5000 to 10000,Yes,Yes,Yes,No,5,Not applicable
18/11/2020 22:16:09,Female,25 to 45,Kalutara,Private Sector,Degree,Single,More than 100000,Public,From the bank,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",Between 10000 to 50000,More than 50000,Yes,Yes,No,Yes,3,Not applicable
19/11/2020 11:49:50,Male,16 to 25,Colombo,Private Sector,Diploma,Single,Between 20000 to 50000,Private,From a friend,Between 6 months to 1 year,Mobile app,Transfer money to other accounts,Between 5000 to 10000,Between 5000 to 10000,Yes,No,Yes,Yes,4,Private banks
22/11/2020 12:10:44,Male,16 to 25,Galle,Student,A/L,Single,Not applicable,Public,From the bank,More than 1 year,Browser,"Pay bills, Transfer money to other accounts, Check bank balance",Between 5000 to 10000,Between 1000 to 5000,Yes,Yes,No,Neutral,3,Private banks
23/11/2020 12:19:38,Male,25 to 45,Colombo,Private Sector,Degree,Single,More than 100000,Private,From the bank,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",Between 10000 to 50000,Between 5000 to 10000,Yes,No,No,Neutral,4,Not applicable
29/11/2020 09:52:59,Male,25 to 45,Galle,Private Sector,Degree,Single,More than 100000,Private,From the bank,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",More than 50000,Between 5000 to 10000,Yes,Yes,Yes,Neutral,5,Not applicable
